overall_qual,age,exter_qual,bsmt_qual,total_bsmt_sf,heating_qc,1st_flr_sf,gr_liv_area,total_bath,kitchen_qual,fireplace_qu,garage_cars,house_style,exterior_1st,mas_vnr_type,foundation,garage_type,overall_qual*overall_qual,overall_qual*gr_liv_area,exter_qual*1st_flr_sf,total_bsmt_sf*kitchen_qual,mas_vnr_area,lot_area,bsmtfin_type_1,ms_zoning,lot_config,saleprice
5,32,3,3,969.0,3,969,969,1.5,3,0,2.0,1Story,HdBoard,None,CBlock,Attchd,25,4845,2907,2907.0,0.0,10356,4,RL,Corner,122000
7,22,3,4,1529.0,3,1664,1664,3.0,4,3,2.0,1Story,Plywood,Stone,CBlock,Attchd,49,11648,4992,6116.0,67.0,12299,6,RL,Inside,213000
6,42,4,3,1680.0,3,1691,1691,2.0,3,0,2.0,1Story,BrkComm,None,CBlock,Attchd,36,10146,6764,5040.0,0.0,9900,3,RL,Inside,175000
7,0,4,4,1208.0,5,1208,1208,3.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,8456,4832,4832.0,108.0,6762,6,RL,Inside,195400
5,42,3,3,1052.0,3,1052,1052,1.5,3,1,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,25,5260,3156,3156.0,172.0,11625,4,RL,Inside,113500
6,56,3,3,972.0,4,972,1577,1.0,2,4,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,36,9462,2916,1944.0,0.0,6435,1,RL,Inside,140200
5,38,3,3,882.0,3,909,909,1.0,3,0,1.0,1Story,Plywood,BrkFace,CBlock,Attchd,25,4545,2727,2646.0,90.0,8450,4,RL,Inside,116000
9,0,5,4,1838.0,5,1838,1838,3.0,5,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,81,16542,9190,9190.0,382.0,11577,6,RL,Inside,359900
6,29,3,4,675.0,3,686,1388,1.5,3,0,1.0,2Story,HdBoard,BrkFace,CBlock,Attchd,36,8328,2058,2025.0,62.0,8340,6,RL,Inside,157500
5,16,4,3,1617.0,5,1867,1867,2.0,3,4,1.0,1Story,Wd Sdng,None,CBlock,Attchd,25,9335,7468,4851.0,0.0,10708,2,RL,Inside,190000
5,59,3,3,1145.0,3,1301,1301,1.0,2,0,2.0,1Story,Wd Sdng,None,PConc,Detchd,25,6505,3903,2290.0,0.0,6911,2,RM,FR2,100000
6,42,3,3,1251.0,3,1251,1251,2.0,3,4,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,36,7506,3753,3753.0,425.0,8800,4,RL,Inside,160000
7,7,4,4,1431.0,5,1444,1444,3.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10108,5776,5724.0,68.0,10739,6,RL,Inside,203000
8,17,4,5,1453.0,5,1453,2810,2.5,4,5,2.0,2Story,Wd Sdng,BrkFace,PConc,Attchd,64,22480,5812,5812.0,336.0,9572,6,RL,Inside,302000
6,30,3,4,923.0,3,923,923,2.0,3,3,1.0,1Story,Plywood,None,CBlock,Attchd,36,5538,2769,2769.0,0.0,8012,4,RL,Inside,143000
8,8,4,4,1028.0,5,1210,2452,2.5,4,3,2.0,2Story,VinylSd,None,PConc,BuiltIn,64,19616,4840,4112.0,0.0,16226,6,RL,Inside,267000
4,43,3,0,0.0,3,1224,1224,2.0,3,0,3.0,1Story,HdBoard,None,Slab,CarPort,16,4896,3672,0.0,0.0,10899,0,RL,Inside,103000
6,8,3,5,1237.0,5,1337,1337,3.0,3,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,36,8022,4011,3711.0,443.0,4500,6,RM,FR2,153500
5,26,3,4,1390.0,3,1701,1701,3.0,3,3,2.0,SFoyer,HdBoard,None,CBlock,Basment,25,8505,5103,4170.0,0.0,16647,5,RL,CulDSac,171000
4,56,3,3,1093.0,3,1093,1669,1.5,3,0,1.0,1.5Fin,Wd Sdng,None,BrkTil,Attchd,16,6676,3279,3279.0,0.0,8707,1,RL,FR2,107000
6,39,3,3,952.0,4,952,952,2.0,3,0,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,36,5712,2856,2856.0,86.0,8300,3,RL,Inside,128500
5,50,3,3,922.0,3,922,922,2.0,3,0,1.0,1Story,Wd Sdng,None,CBlock,Attchd,25,4610,2766,2766.0,0.0,9770,3,RL,Inside,116000
5,29,3,3,1126.0,2,1126,1126,3.0,3,4,2.0,1Story,BrkFace,None,CBlock,Attchd,25,5630,3378,3378.0,0.0,17400,5,RL,Inside,160000
8,16,4,4,1280.0,5,1280,1280,2.0,4,0,2.0,1Story,HdBoard,None,PConc,Attchd,64,10240,5120,5120.0,0.0,5070,1,RL,Inside,180000
5,5,3,3,914.0,5,914,914,1.0,5,0,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,25,4570,2742,4570.0,32.0,7920,5,RL,Inside,133000
7,9,3,4,1288.0,4,1368,1368,4.0,3,0,4.0,SFoyer,MetalSd,BrkFace,PConc,Attchd,49,9576,4104,3864.0,200.0,7020,6,RM,Inside,215000
6,59,3,3,771.0,2,753,1494,1.0,4,4,1.0,2Story,Wd Sdng,None,CBlock,Attchd,36,8964,2259,3084.0,0.0,7500,4,RL,Inside,177500
8,1,4,4,1524.0,4,1534,1534,2.0,4,4,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,12272,6136,6096.0,248.0,10612,6,RL,Inside,215000
5,59,3,3,952.0,3,994,1582,2.0,3,4,1.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,25,7910,2982,2856.0,0.0,6120,2,RM,Inside,150000
7,20,3,4,1673.0,4,1699,3222,4.0,4,3,3.0,2Story,Plywood,None,PConc,Attchd,49,22554,5097,6692.0,0.0,12376,6,RL,Corner,320000
6,45,3,3,1516.0,3,1516,1516,1.5,3,0,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,36,9096,4548,4548.0,180.0,10004,3,RL,Inside,167000
5,56,3,0,0.0,3,1032,1032,1.0,3,3,1.0,1Story,Wd Sdng,None,Slab,Detchd,25,5160,3096,0.0,0.0,8250,0,RL,Inside,125000
7,0,4,4,1316.0,5,1316,1316,2.0,4,4,2.0,1Story,VinylSd,None,PConc,Attchd,49,9212,5264,5264.0,0.0,11175,1,RL,Corner,200141
5,16,3,3,760.0,5,928,2168,2.0,4,0,2.0,2Story,AsbShng,None,BrkTil,Detchd,25,10840,2784,3040.0,0.0,8660,1,RM,Inside,123000
5,55,3,3,806.0,3,1081,1422,2.0,3,3,1.0,1.5Fin,HdBoard,Stone,CBlock,Detchd,25,7110,3243,2418.0,41.0,12375,4,RL,Inside,137500
6,41,3,3,1088.0,5,1324,1324,2.0,3,3,2.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,36,7944,3972,3264.0,101.0,8658,3,RL,Inside,160000
6,7,3,4,924.0,5,948,1690,2.5,3,3,2.0,2Story,VinylSd,None,PConc,Attchd,36,10140,2844,2772.0,0.0,8063,1,RL,Inside,181000
5,13,3,3,825.0,3,825,825,2.0,3,0,2.0,1Story,MetalSd,None,CBlock,Detchd,25,4125,2475,2475.0,0.0,8235,2,RM,Inside,125000
6,41,3,3,727.0,5,829,1556,1.5,3,0,2.0,2Story,MetalSd,None,CBlock,Attchd,36,9336,2487,2181.0,0.0,11700,3,RL,Inside,154000
6,16,4,4,1152.0,5,1152,1797,3.5,4,2,2.0,2Story,VinylSd,None,PConc,Attchd,36,10782,4608,4608.0,0.0,12961,6,RL,Inside,231000
5,42,3,3,1056.0,5,1056,1056,2.0,3,2,1.0,1Story,VinylSd,None,CBlock,Attchd,25,5280,3168,3168.0,0.0,8450,4,RL,Inside,142000
10,13,4,3,1107.0,5,1518,3608,2.5,5,3,3.0,2.5Fin,Wd Sdng,None,BrkTil,Detchd,100,36080,6072,5535.0,0.0,22950,1,RM,Inside,475000
8,0,4,5,1573.0,5,1778,1778,4.0,5,4,2.0,1Story,CemntBd,Stone,PConc,Attchd,64,14224,7112,7865.0,473.0,5748,6,RM,Inside,375000
7,4,4,4,1221.0,5,1221,1221,3.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,8547,4884,4884.0,0.0,7500,6,FV,Inside,185000
6,12,3,3,660.0,3,740,865,2.0,3,4,1.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,36,5190,2220,1980.0,0.0,10042,2,RL,Corner,108500
7,1,4,4,600.0,5,520,1223,2.5,4,0,2.0,2Story,MetalSd,None,PConc,Detchd,49,8561,2080,2400.0,0.0,2544,1,FV,Inside,147400
7,10,4,4,691.0,5,713,1452,3.5,4,0,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,49,10164,2852,2764.0,218.0,3768,6,FV,FR2,156000
5,30,3,3,880.0,4,880,1308,2.0,3,0,2.0,1.5Fin,HdBoard,None,BrkTil,Detchd,25,6540,2640,2640.0,0.0,10320,1,RM,Inside,120000
7,5,4,4,384.0,5,744,1374,2.5,4,0,2.0,SLvl,VinylSd,None,PConc,BuiltIn,49,9618,2976,1536.0,0.0,9734,6,RL,Inside,167000
7,2,4,4,1346.0,5,1504,1504,2.0,4,4,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10528,6016,5384.0,14.0,3182,6,RL,Inside,191000
6,10,3,4,384.0,4,754,1384,2.5,3,3,2.0,SLvl,VinylSd,None,PConc,BuiltIn,36,8304,2262,1152.0,0.0,8872,1,RL,Inside,161500
5,32,3,3,1204.0,3,1411,1411,1.0,3,3,1.0,1Story,VinylSd,None,CBlock,Attchd,25,7055,4233,3612.0,0.0,12198,3,RL,Inside,130000
5,44,3,3,970.0,3,970,970,2.0,3,0,2.0,1Story,HdBoard,None,CBlock,Detchd,25,4850,2910,2910.0,0.0,8480,6,RL,Corner,132500
5,38,3,4,864.0,5,904,904,1.0,4,0,3.0,SLvl,HdBoard,None,PConc,2Types,25,4520,2712,3456.0,0.0,10200,5,RL,Inside,144000
5,28,3,0,0.0,3,1100,2233,2.5,3,0,2.0,2Story,Plywood,None,Slab,Attchd,25,11165,3300,0.0,0.0,9555,0,RL,CulDSac,141000
4,1,3,3,385.0,4,875,875,1.0,4,0,2.0,1Story,Plywood,None,CBlock,Detchd,16,3500,2625,1540.0,0.0,7200,3,RL,Inside,117000
4,14,3,4,1364.0,5,1663,1663,2.0,4,4,2.0,1Story,Plywood,None,CBlock,Attchd,16,6652,4989,5456.0,0.0,53227,4,RL,CulDSac,256000
5,44,3,3,925.0,5,925,925,1.5,3,0,1.0,1Story,VinylSd,None,CBlock,Detchd,25,4625,2775,2775.0,0.0,9100,4,RL,Inside,117500
5,59,4,3,728.0,5,976,1308,2.5,3,3,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,25,6540,3904,2184.0,0.0,9600,3,RL,Inside,160000
5,9,3,3,1240.0,4,1375,1375,2.0,3,4,1.0,1Story,BrkFace,None,CBlock,Attchd,25,6875,4125,3720.0,0.0,14175,3,RL,Inside,187000
8,4,4,5,1317.0,5,1217,2385,3.5,4,4,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,19080,4868,5268.0,280.0,14277,6,RL,Inside,350000
5,34,3,4,896.0,3,896,1792,3.0,3,0,2.0,2Story,VinylSd,None,CBlock,Detchd,25,8960,2688,2688.0,0.0,9000,1,RL,FR2,133000
8,1,4,5,2418.0,5,2464,2464,3.5,5,5,3.0,1Story,VinylSd,Stone,PConc,Attchd,64,19712,9856,12090.0,554.0,13693,6,RL,Inside,417500
7,2,4,4,1386.0,5,1569,1569,2.5,4,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10983,6276,5544.0,130.0,3635,5,RL,Inside,175900
9,0,5,5,1555.0,5,1680,1680,2.5,5,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,81,15120,8400,7775.0,242.0,10933,6,RL,Inside,323262
7,4,4,4,1337.0,5,1337,1337,3.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,9359,5348,5348.0,0.0,8450,6,RL,Inside,185000
6,56,3,3,816.0,5,816,816,2.0,3,2,1.0,1Story,MetalSd,None,CBlock,Attchd,36,4896,2448,2448.0,0.0,8550,4,RL,Inside,129800
7,5,4,4,1541.0,5,1541,1541,2.0,4,4,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10787,6164,6164.0,226.0,12182,4,RL,Corner,220000
4,14,3,3,884.0,5,989,1573,1.0,4,0,1.0,1.5Fin,AsbShng,None,BrkTil,Detchd,16,6292,2967,3536.0,0.0,6120,1,RM,Inside,133000
4,13,3,3,832.0,3,832,1461,2.0,3,0,1.0,1.5Fin,MetalSd,None,CBlock,Detchd,16,5844,2496,2496.0,0.0,10800,1,RL,Inside,133500
6,34,3,3,1958.0,3,2048,2048,3.0,3,0,2.0,1Story,Plywood,None,CBlock,2Types,36,12288,6144,5874.0,0.0,12760,1,RL,Inside,170000
6,13,3,4,903.0,4,910,1642,2.5,3,3,2.0,2Story,HdBoard,None,PConc,Attchd,36,9852,2730,2709.0,0.0,7655,1,RL,CulDSac,168000
6,16,3,2,738.0,5,868,1470,1.5,3,0,2.0,2Story,Wd Sdng,None,CBlock,Detchd,36,8820,2604,2214.0,0.0,10560,3,RM,Inside,140750
6,4,3,4,938.0,5,957,2299,3.5,3,3,2.0,2Story,VinylSd,None,PConc,Attchd,36,13794,2871,2814.0,0.0,7500,1,RL,Inside,204000
7,9,4,4,884.0,5,884,2035,2.5,4,4,2.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,49,14245,3536,3536.0,180.0,9505,1,RL,CulDSac,222500
5,44,3,3,925.0,3,999,999,2.0,3,0,1.0,SFoyer,MetalSd,None,CBlock,Attchd,25,4995,2997,2775.0,0.0,10205,4,RL,Inside,134500
8,3,4,4,1378.0,5,1378,1378,3.0,4,4,2.0,1Story,MetalSd,None,PConc,Attchd,64,11024,5512,5512.0,0.0,4379,6,FV,FR2,214000
5,56,3,4,793.0,3,793,1118,2.0,3,4,2.0,1.5Fin,MetalSd,None,CBlock,Detchd,25,5590,2379,2379.0,0.0,7800,3,RM,Inside,119900
5,5,3,3,1010.0,5,1134,1134,1.0,3,0,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,25,5670,3402,3030.0,45.0,7000,3,RL,Inside,135000
6,8,3,3,833.0,4,1053,1848,1.5,4,4,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,36,11088,3159,3332.0,0.0,13053,1,RL,Inside,207000
6,58,3,3,1181.0,2,1390,1694,2.0,3,4,2.0,1.5Fin,MetalSd,None,PConc,Detchd,36,10164,4170,3543.0,0.0,8400,3,RL,Inside,136500
4,8,3,3,901.0,5,901,901,1.0,3,0,1.0,1Story,MetalSd,None,CBlock,Detchd,16,3604,2703,2703.0,0.0,6000,1,RM,Corner,107900
6,57,3,3,861.0,4,861,1409,2.5,3,4,2.0,1.5Fin,VinylSd,None,BrkTil,Detchd,36,8454,2583,2583.0,0.0,6240,2,RM,Inside,126000
6,50,3,3,1080.0,2,1656,1656,2.0,3,4,2.0,1Story,BrkFace,Stone,CBlock,Attchd,36,9936,4968,3240.0,112.0,31770,4,RL,Corner,215000
10,0,5,5,1682.0,5,1742,2332,3.5,5,5,3.0,2Story,VinylSd,Stone,PConc,BuiltIn,100,23320,8710,8410.0,272.0,12474,6,RL,Inside,426000
5,2,4,3,1113.0,4,1113,1113,1.0,4,4,1.0,1Story,MetalSd,None,CBlock,Attchd,25,5565,4452,4452.0,0.0,9600,5,RL,Inside,147000
6,9,4,3,816.0,5,1232,1232,1.0,4,4,2.0,1Story,Stucco,None,BrkTil,Detchd,36,7392,4928,3264.0,0.0,8574,1,RL,Inside,147500
9,1,5,5,1950.0,5,1950,1950,3.0,5,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,81,17550,9750,9750.0,480.0,14418,6,RL,Inside,383000
7,18,3,4,1845.0,4,1872,1872,2.5,3,3,2.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,49,13104,5616,5535.0,102.0,10400,6,RL,Inside,241500
6,13,3,4,676.0,5,676,1264,1.0,3,0,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,36,7584,2028,2028.0,0.0,15564,1,RL,Inside,147500
8,3,4,5,1168.0,5,1168,2500,3.5,5,4,3.0,2Story,VinylSd,Stone,PConc,BuiltIn,64,20000,4672,5840.0,130.0,13543,6,RL,Corner,355000
2,59,3,0,0.0,2,612,612,1.0,3,0,1.0,1Story,MetalSd,None,BrkTil,Detchd,4,1224,1836,0.0,0.0,5925,0,RM,Corner,45000
7,60,3,3,1032.0,5,1207,2403,2.0,3,3,1.0,2Story,MetalSd,None,CBlock,Attchd,49,16821,3621,3096.0,0.0,24090,1,RL,Inside,244400
6,56,3,3,1416.0,3,1644,1644,2.0,3,4,2.0,1Story,HdBoard,Stone,CBlock,Attchd,36,9864,4932,4248.0,238.0,9600,6,RL,Inside,167000
7,5,4,4,860.0,5,860,1729,2.5,4,0,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,12103,3440,3440.0,214.0,8158,1,RL,Inside,200000
5,56,3,3,830.0,4,879,879,1.0,3,0,1.0,1Story,Wd Sdng,None,BrkTil,Detchd,25,4395,2637,2490.0,0.0,5220,1,RL,Inside,80000
5,16,3,3,864.0,3,864,864,2.0,3,0,2.0,1Story,WdShing,None,CBlock,Detchd,25,4320,2592,2592.0,0.0,8172,3,RL,Inside,115000
6,52,3,4,1196.0,4,1196,1196,2.0,3,4,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,36,7176,3588,3588.0,74.0,9000,2,RL,Inside,139000
6,28,3,3,672.0,3,672,1400,1.5,3,3,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,36,8400,2016,2016.0,203.0,7844,5,RL,Inside,149500
4,59,3,3,755.0,3,755,1510,2.0,3,4,1.0,2Story,MetalSd,None,CBlock,Detchd,16,6040,2265,2265.0,0.0,9084,1,RL,Inside,108000
7,1,4,4,1240.0,5,1240,1240,2.0,4,0,3.0,1Story,VinylSd,None,PConc,Attchd,49,8680,4960,4960.0,0.0,8556,1,RL,Inside,194000
5,44,3,3,988.0,5,988,988,2.0,3,0,2.0,1Story,Wd Sdng,BrkFace,CBlock,Detchd,25,4940,2964,2964.0,51.0,9100,2,RL,Inside,129500
5,39,3,3,1560.0,3,1560,1560,2.0,3,0,3.0,1Story,MetalSd,None,CBlock,Detchd,25,7800,4680,4680.0,0.0,8668,1,RL,Corner,126000
5,59,3,2,1078.0,3,1368,1368,2.0,3,0,1.0,1Story,MetalSd,None,CBlock,Attchd,25,6840,4104,3234.0,0.0,11767,3,RL,Inside,120000
7,5,4,4,1473.0,5,1484,1484,3.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10388,5936,5892.0,109.0,8400,6,RL,Inside,213000
8,26,4,4,1226.0,3,1226,1226,2.0,4,2,2.0,1Story,Wd Sdng,None,CBlock,Attchd,64,9808,4904,4904.0,0.0,3874,6,RL,Inside,190000
6,12,3,4,1160.0,4,1169,1169,2.5,3,3,2.0,1Story,HdBoard,BrkFace,PConc,Attchd,36,7014,3507,3480.0,112.0,8076,6,RL,Inside,183500
7,8,3,3,725.0,3,1035,1651,2.5,3,3,1.0,SLvl,Plywood,BrkFace,CBlock,BuiltIn,49,11557,3105,2175.0,364.0,10090,3,RL,Inside,172000
4,51,3,3,816.0,5,816,816,2.0,3,4,1.0,1Story,MetalSd,None,CBlock,Detchd,16,3264,2448,2448.0,0.0,8877,5,RL,Inside,100000
7,1,4,4,1564.0,5,1564,1564,2.0,4,0,3.0,1Story,VinylSd,Stone,PConc,Attchd,49,10948,6256,6256.0,212.0,11058,6,RL,Corner,218836
6,8,3,2,482.0,5,1221,1912,2.0,3,3,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,36,11472,3663,1446.0,0.0,10800,1,RM,Inside,163000
7,1,4,4,1510.0,5,1525,1525,2.5,4,4,2.0,1Story,VinylSd,None,PConc,Attchd,49,10675,6100,6040.0,0.0,10936,1,RL,Inside,206580
6,0,4,4,728.0,5,728,1456,2.5,4,4,2.0,2Story,VinylSd,None,PConc,Attchd,36,8736,2912,2912.0,0.0,8461,1,RL,Inside,163990
5,2,2,2,396.0,4,665,1330,1.0,3,0,1.0,2Story,AsbShng,None,BrkTil,Detchd,25,6650,1330,1188.0,0.0,7518,1,RM,FR3,116500
7,5,4,4,840.0,5,840,1720,2.5,4,4,2.0,2Story,VinylSd,None,PConc,BuiltIn,49,12040,3360,3360.0,0.0,8010,1,RL,Inside,188000
5,41,3,3,793.0,5,1280,1280,2.5,3,3,2.0,SFoyer,HdBoard,BrkFace,CBlock,Basment,25,6400,3840,2379.0,87.0,10050,6,RL,Inside,175000
8,19,4,4,1166.0,4,1179,1179,3.0,3,0,2.0,1Story,CemntBd,None,CBlock,Attchd,64,9432,4716,3498.0,0.0,4740,6,RL,Inside,182000
5,27,4,3,850.0,3,960,960,1.0,3,0,2.0,1Story,MetalSd,None,BrkTil,Detchd,25,4800,3840,2550.0,0.0,6978,1,RM,Inside,103000
10,5,5,5,2633.0,5,2633,2633,3.5,5,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,100,26330,13165,13165.0,705.0,11400,6,RL,Inside,466500
6,11,4,3,988.0,3,988,988,3.0,4,0,1.0,1Story,MetalSd,None,CBlock,Attchd,36,5928,3952,3952.0,0.0,9240,5,RL,Inside,149500
7,29,3,4,1061.0,3,1055,1055,2.0,3,0,1.0,1Story,Plywood,None,CBlock,Attchd,49,7385,3165,3183.0,0.0,2304,6,RL,Inside,142500
5,57,3,3,1290.0,3,1422,1422,1.0,3,0,1.0,1Story,Stucco,None,PConc,Detchd,25,7110,4266,3870.0,0.0,7223,4,RL,Inside,136500
6,12,3,4,630.0,5,630,1320,2.5,3,0,2.0,2Story,VinylSd,None,PConc,Detchd,36,7920,1890,1890.0,0.0,3612,6,RH,Inside,137000
7,20,4,4,1675.0,5,1688,1688,3.0,5,5,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,49,11816,6752,8375.0,102.0,12680,6,RL,Inside,226500
7,20,3,4,1300.0,4,1341,1341,2.5,4,1,2.0,1Story,HdBoard,None,PConc,Attchd,49,9387,4023,5200.0,0.0,10176,6,RL,Inside,171500
5,30,3,3,911.0,4,954,954,1.0,3,0,2.0,SLvl,MetalSd,None,CBlock,Detchd,25,4770,2862,2733.0,0.0,10780,5,RL,Inside,132500
3,56,3,0,0.0,2,1040,1040,2.0,3,0,2.0,1Story,Stucco,BrkFace,Slab,Detchd,9,3120,3120,0.0,340.0,8544,0,RL,Inside,87500
7,7,3,3,858.0,5,872,1789,3.5,3,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,12523,2616,2574.0,513.0,10646,6,FV,Corner,223000
6,3,4,3,1319.0,3,1537,1537,2.5,4,4,2.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,36,9222,6148,5276.0,237.0,8400,1,RL,Inside,174000
5,15,3,3,884.0,5,884,884,2.0,3,0,1.0,1Story,MetalSd,None,CBlock,Attchd,25,4420,2652,2652.0,0.0,15428,3,RL,Inside,142000
8,0,4,4,1489.0,5,1489,1489,2.0,4,4,2.0,1Story,VinylSd,None,PConc,Attchd,64,11912,5956,5956.0,0.0,11216,1,FV,Inside,232600
6,7,3,3,1040.0,2,1309,1309,2.5,4,2,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,36,7854,3927,4160.0,99.0,10140,5,RL,Inside,181000
6,33,3,4,942.0,4,1291,2521,3.5,3,4,2.0,2Story,CemntBd,None,CBlock,Attchd,36,15126,3873,2826.0,0.0,3964,5,RM,Inside,151400
8,1,4,4,1626.0,5,1634,1634,2.0,4,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,64,13072,6536,6504.0,248.0,11428,1,RL,Inside,250000
7,22,3,4,980.0,3,980,1714,2.5,3,3,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,49,11998,2940,2940.0,42.0,10421,6,RL,Inside,196500
7,20,3,3,819.0,3,1312,2454,2.0,3,4,2.0,2.5Unf,Wd Sdng,None,PConc,Attchd,49,17178,3936,2457.0,0.0,13500,1,RM,Corner,185000
6,40,3,3,1216.0,3,1216,1216,2.0,3,0,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,36,7296,3648,3648.0,200.0,9000,4,RL,Inside,113000
8,0,4,4,1419.0,5,1419,1419,3.0,4,4,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,64,11352,5676,5676.0,0.0,8089,6,RL,Inside,392000
6,7,4,4,756.0,5,769,1573,2.5,4,0,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,36,9438,3076,3024.0,216.0,2117,6,FV,Inside,177000
6,3,4,4,1158.0,5,1158,2443,2.5,4,4,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,36,14658,4632,4632.0,353.0,10625,1,FV,Inside,265000
8,9,4,5,1220.0,5,1220,2362,3.5,4,3,2.0,2Story,VinylSd,None,PConc,Attchd,64,18896,4880,4880.0,0.0,8413,6,FV,Inside,312500
10,8,5,3,1237.0,4,1521,2775,3.5,4,4,2.0,2.5Unf,Wd Sdng,None,BrkTil,Detchd,100,27750,7605,4948.0,0.0,13500,1,RM,Inside,325000
8,29,4,4,2014.0,4,2014,2014,3.0,4,4,3.0,1Story,VinylSd,BrkFace,CBlock,Attchd,64,16112,8056,8056.0,115.0,15676,5,RL,Inside,275000
7,12,4,4,1203.0,5,1214,2520,2.5,4,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,17640,4856,4812.0,290.0,9950,6,RL,Inside,290000
6,8,3,3,1208.0,5,1494,1494,3.0,3,2,2.0,1Story,Plywood,BrkCmn,CBlock,Attchd,36,8964,4482,3624.0,250.0,15410,4,RL,CulDSac,169000
5,56,3,3,616.0,4,616,616,1.0,3,0,1.0,1Story,Wd Sdng,None,CBlock,Detchd,25,3080,1848,1848.0,0.0,6000,2,RM,Inside,89000
6,12,3,4,789.0,4,789,1465,2.5,3,4,2.0,2Story,VinylSd,None,PConc,Attchd,36,8790,2367,2367.0,0.0,8402,1,RL,Inside,180400
8,5,4,4,3206.0,5,1629,1629,3.0,4,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,13032,6516,12824.0,296.0,10655,6,RL,Inside,284000
5,49,3,3,912.0,5,912,912,1.0,3,0,1.0,1Story,Wd Sdng,None,CBlock,Attchd,25,4560,2736,2736.0,1.0,10150,3,RL,Inside,114500
7,0,4,4,1552.0,5,1552,1552,2.0,4,0,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10864,6208,6208.0,196.0,10084,6,RL,Inside,212900
7,7,4,4,1413.0,5,1430,1430,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,10010,5720,5652.0,0.0,16285,1,RL,Inside,187100
6,8,3,4,729.0,4,729,1458,2.5,3,2,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,36,8748,2187,2187.0,1129.0,3230,6,FV,Corner,176000
6,39,3,4,1488.0,5,1488,1488,2.5,3,4,2.0,1Story,HdBoard,None,PConc,Attchd,36,8928,4464,4464.0,0.0,21579,4,RL,CulDSac,215000
7,4,4,4,770.0,5,770,1582,2.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,49,11074,3080,3080.0,0.0,8320,6,RL,Inside,185900
4,39,3,3,864.0,3,864,864,1.0,4,0,2.0,1Story,HdBoard,None,CBlock,Detchd,16,3456,2592,3456.0,0.0,6960,5,RL,Inside,120500
5,1,4,4,732.0,5,734,1838,2.5,3,4,2.0,2Story,VinylSd,None,PConc,BuiltIn,25,9190,2936,2196.0,0.0,21930,1,RL,Inside,192140
