overall_qual,age,exter_qual,bsmt_qual,total_bsmt_sf,heating_qc,1st_flr_sf,gr_liv_area,total_bath,kitchen_qual,totrms_abvgrd,fireplace_qu,garage_age,garage_finish,garage_cars,house_style,exterior_1st,mas_vnr_type,foundation,garage_type,saleprice
5,25,3,3,816.0,5,816,816,1.5,3,4,0,25.0,1,1.0,1Story,VinylSd,None,CBlock,Attchd,128500
7,58,3,3,1228.0,5,1424,1424,2.0,3,7,4,87.0,1,1.0,1Story,WdShing,BrkFace,BrkTil,Attchd,168000
7,3,3,3,725.0,4,725,1479,2.5,4,7,0,35.0,3,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,184000
6,39,3,3,1442.0,3,1442,1442,2.0,3,6,3,39.0,2,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,185000
8,6,4,4,1406.0,5,1454,1936,2.5,4,7,3,6.0,2,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,230500
7,8,3,4,1054.0,5,1070,1939,3.0,4,8,3,8.0,2,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,227000
6,4,4,4,738.0,5,738,1476,3.5,4,7,0,4.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,173500
5,38,3,4,833.0,4,898,898,2.0,3,6,0,38.0,2,1.0,SFoyer,HdBoard,None,CBlock,Attchd,140000
6,31,3,4,456.0,3,1034,1034,1.5,3,5,2,31.0,3,2.0,SFoyer,Plywood,BrkFace,CBlock,Basment,149900
5,30,3,4,864.0,5,1174,1174,2.0,3,5,0,30.0,1,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,158000
7,7,4,4,530.0,5,530,1080,2.5,4,4,0,7.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,147110
6,56,3,3,780.0,3,780,1376,2.0,3,7,4,69.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,119500
5,59,3,3,840.0,5,840,1567,2.5,3,6,3,48.0,1,2.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,205000
8,14,4,4,1595.0,5,1616,1616,3.0,4,5,3,15.0,2,2.0,1Story,CemntBd,None,PConc,Attchd,236500
5,56,3,2,1058.0,3,1058,1551,3.0,2,6,0,68.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,137000
5,54,3,3,960.0,4,960,960,2.0,3,5,0,54.0,2,1.0,1Story,Wd Sdng,None,CBlock,Attchd,122000
7,0,4,4,1302.0,5,1302,1302,2.0,4,6,0,0.0,3,2.0,1Story,VinylSd,None,PConc,Attchd,176485
5,56,3,3,816.0,3,816,816,1.0,3,4,0,81.0,1,1.0,1Story,MetalSd,None,BrkTil,Detchd,109000
7,9,4,4,1502.0,5,1502,1502,2.5,4,5,3,9.0,3,1.0,1Story,Wd Sdng,BrkFace,PConc,Attchd,330000
6,0,3,3,192.0,4,1133,1133,2.0,3,7,0,0.0,1,1.0,1Story,VinylSd,None,PConc,Detchd,143000
9,9,4,5,1408.0,5,1671,3078,3.5,4,9,3,9.0,3,3.0,2Story,MetalSd,BrkFace,PConc,Attchd,410000
6,13,4,4,928.0,5,936,1721,3.0,4,7,0,13.0,2,2.0,2Story,HdBoard,BrkFace,PConc,Attchd,201000
4,56,3,2,1077.0,3,981,1760,1.5,3,7,3,71.0,1,2.0,1.5Fin,VinylSd,None,BrkTil,Detchd,80000
6,5,3,3,1028.0,5,1436,2320,3.5,4,9,3,62.0,1,1.0,2Story,Wd Sdng,None,CBlock,Detchd,259500
7,3,4,4,1122.0,5,1146,2486,4.5,4,10,4,4.0,3,2.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,279900
5,16,3,3,1246.0,5,1246,1246,2.5,4,6,0,51.0,2,1.0,1Story,BrkFace,None,CBlock,Attchd,154000
6,1,4,4,1444.0,4,1444,2144,2.5,4,7,3,49.0,3,2.0,1.5Fin,Wd Sdng,BrkCmn,CBlock,Attchd,277000
5,56,3,3,799.0,5,799,1150,1.0,3,6,3,64.0,1,1.0,1.5Fin,BrkFace,None,BrkTil,BuiltIn,128000
8,2,4,4,1566.0,5,1600,1600,2.0,4,7,4,2.0,2,3.0,1Story,VinylSd,Stone,PConc,Attchd,256300
4,4,3,3,930.0,5,1230,1755,2.0,4,7,3,77.0,1,1.0,1.5Fin,AsbShng,None,BrkTil,Detchd,188000
8,4,4,5,1800.0,5,1800,1800,3.0,4,7,4,4.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,312500
7,5,4,4,600.0,5,600,1200,2.5,4,4,0,6.0,2,2.0,2Story,MetalSd,None,PConc,Detchd,151000
5,36,3,3,765.0,5,765,1365,2.5,3,6,0,36.0,1,2.0,2Story,HdBoard,BrkFace,CBlock,Detchd,122500
6,5,4,4,835.0,5,835,1696,3.5,4,7,0,5.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,188000
7,0,4,4,945.0,5,945,1809,2.5,4,8,0,1.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,209700
8,1,4,5,2220.0,5,2234,2234,2.5,4,7,4,1.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,441929
6,14,4,4,886.0,5,886,1680,3.0,4,7,0,15.0,2,2.0,2Story,HdBoard,BrkFace,PConc,Attchd,163000
6,0,3,3,832.0,4,976,2087,2.5,4,9,0,41.0,3,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,187500
8,9,4,4,1462.0,5,1513,1513,3.0,4,5,3,10.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,220000
5,14,3,3,949.0,3,1107,1107,2.0,4,5,0,40.0,2,1.0,1Story,MetalSd,None,CBlock,Attchd,127000
5,3,3,0,0.0,5,827,827,1.0,3,5,1,43.0,1,1.0,1Story,VinylSd,None,Slab,Detchd,107500
5,4,3,2,680.0,4,764,764,1.0,3,4,0,43.0,1,2.0,1Story,Wd Sdng,None,BrkTil,Detchd,73000
9,2,4,5,1792.0,5,1792,1792,3.0,5,6,4,3.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,374000
8,6,4,5,1479.0,5,1515,2649,3.5,4,10,3,7.0,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,421250
6,16,3,4,808.0,4,808,1593,2.5,3,7,3,16.0,2,2.0,2Story,VinylSd,None,PConc,BuiltIn,178000
4,36,3,4,1138.0,3,1181,1181,3.0,3,6,0,34.0,2,2.0,SFoyer,Plywood,None,CBlock,Detchd,137500
8,14,4,4,1986.0,5,1987,1987,3.0,4,7,3,14.0,3,2.0,1Story,HdBoard,BrkFace,PConc,Attchd,301500
6,59,3,3,583.0,4,647,1242,1.5,3,6,4,83.0,1,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,105000
6,2,3,3,976.0,3,976,976,2.0,4,4,2,38.0,2,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,157500
5,57,3,3,969.0,3,969,1214,1.0,3,6,0,87.0,1,1.0,1.5Fin,AsbShng,None,CBlock,Detchd,117000
5,44,3,3,864.0,4,864,864,1.5,3,5,0,44.0,1,1.0,1Story,Wd Sdng,None,CBlock,Attchd,105000
6,58,3,3,1064.0,5,1166,1639,1.0,3,6,0,72.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,115000
9,1,5,5,1736.0,5,1736,1736,2.0,5,7,4,1.0,2,3.0,1Story,VinylSd,Stone,PConc,Attchd,360000
5,30,3,0,0.0,3,1535,1535,2.0,3,8,0,30.0,1,2.0,1Story,Plywood,None,Slab,Attchd,118858
6,8,3,3,800.0,4,800,1632,2.0,4,7,0,42.0,1,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,173000
3,11,3,3,630.0,3,725,725,1.5,3,4,0,50.0,1,1.0,1Story,VinylSd,None,BrkTil,Detchd,78500
7,3,4,4,840.0,5,840,1720,2.5,4,7,4,3.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,183500
4,56,2,2,936.0,3,936,936,1.0,3,4,0,35.0,1,2.0,1Story,MetalSd,None,CBlock,Detchd,93000
8,4,4,4,1406.0,5,1589,1589,3.0,4,7,3,4.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,226500
6,15,4,4,799.0,4,799,1571,2.5,3,7,3,16.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,178000
7,4,4,4,1453.0,5,1479,1479,3.0,4,7,0,4.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,226000
5,40,4,3,784.0,5,784,1632,1.5,3,7,3,40.0,2,2.0,2Story,VinylSd,BrkFace,CBlock,Attchd,173000
5,44,3,3,864.0,4,864,864,1.0,3,5,1,44.0,1,1.0,1Story,MetalSd,None,CBlock,Detchd,62383
9,0,5,5,1452.0,5,1476,2713,3.5,5,11,4,0.0,3,3.0,2Story,VinylSd,Stone,PConc,Attchd,446261
7,9,3,3,624.0,5,743,1479,2.0,4,6,4,80.0,1,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,160000
7,4,4,4,1393.0,5,1576,1576,3.0,4,7,3,4.0,2,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,219990
7,8,4,4,1468.0,5,1479,1479,2.0,4,6,0,9.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,191000
5,13,3,3,756.0,3,916,1060,2.0,3,6,4,38.0,1,1.0,1Story,MetalSd,None,PConc,Detchd,136500
4,13,3,0,0.0,3,943,943,1.0,4,5,0,49.0,1,1.0,1Story,HdBoard,None,Slab,Detchd,80000
7,18,4,4,1204.0,4,1377,2183,2.5,4,9,0,18.0,1,3.0,1.5Fin,HdBoard,BrkFace,PConc,Attchd,229000
7,16,4,4,1050.0,5,1062,1949,3.5,4,8,3,17.0,3,2.0,2Story,MetalSd,BrkFace,PConc,Attchd,236000
10,0,5,5,1824.0,5,1824,1824,2.0,5,8,4,1.0,3,3.0,1Story,MetalSd,BrkFace,PConc,Attchd,392000
6,59,3,3,720.0,2,1146,1930,3.0,3,8,0,82.0,1,1.0,2Story,Plywood,None,CBlock,Attchd,149000
10,9,5,4,970.0,5,1469,2393,3.5,5,7,3,10.0,3,2.0,2Story,BrkFace,None,PConc,Attchd,345000
5,1,4,2,716.0,5,1007,2014,2.0,3,8,0,106.0,1,2.0,2Story,CemntBd,None,PConc,Detchd,169000
4,57,3,3,484.0,3,1242,1242,1.0,3,4,0,61.0,1,1.0,1Story,Wd Sdng,None,CBlock,Attchd,109900
7,12,3,4,996.0,5,996,2000,2.5,3,9,3,13.0,3,3.0,2Story,HdBoard,BrkFace,PConc,Attchd,188000
6,59,3,3,780.0,5,825,1412,1.0,3,6,4,70.0,1,1.0,1.5Fin,MetalSd,None,CBlock,Detchd,132500
5,15,3,3,990.0,5,990,990,2.0,3,5,0,14.0,2,1.0,1Story,VinylSd,None,PConc,Attchd,143000
5,56,3,2,1342.0,5,1342,1342,2.0,3,7,0,56.0,1,1.0,1Story,Wd Sdng,None,CBlock,Detchd,125000
9,1,5,5,1868.0,5,1868,1868,3.0,5,7,4,1.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,415000
4,60,3,2,622.0,4,741,1363,1.0,3,6,0,44.0,1,2.0,2Story,VinylSd,None,CBlock,Detchd,125500
6,21,3,3,1240.0,4,1632,1632,3.0,3,6,4,51.0,2,1.0,1Story,Wd Sdng,BrkCmn,CBlock,Attchd,139000
10,1,5,5,1722.0,5,1728,2296,3.5,5,10,4,1.0,2,3.0,2Story,CemntBd,Stone,PConc,BuiltIn,451950
8,7,4,5,1267.0,5,1296,1296,3.0,4,6,0,8.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,220000
6,36,3,3,1587.0,3,1587,1587,2.0,3,7,4,36.0,1,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,167300
5,59,3,3,720.0,5,854,1298,1.0,3,6,4,69.0,1,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,122000
5,43,3,3,1728.0,3,1728,1728,3.0,3,10,0,43.0,1,2.0,1Story,HdBoard,BrkFace,CBlock,Detchd,125000
5,51,3,3,928.0,4,928,928,1.0,3,5,0,51.0,3,1.0,1Story,BrkFace,None,CBlock,Attchd,112500
7,1,4,4,879.0,5,879,1795,2.5,4,7,0,2.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,191000
6,50,3,3,1080.0,4,1080,1080,1.0,3,5,0,50.0,1,1.0,1Story,MetalSd,BrkFace,CBlock,Attchd,136000
7,11,3,4,866.0,5,866,1779,2.5,4,6,0,11.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,197900
6,3,3,3,485.0,4,1001,1635,1.0,4,5,0,56.0,1,1.0,1.5Fin,VinylSd,None,CBlock,Attchd,117000
7,0,4,4,1199.0,5,1220,1220,3.0,4,6,0,0.0,2,2.0,1Story,VinylSd,Stone,PConc,Attchd,194000
9,7,4,5,1310.0,5,1310,1310,2.5,4,5,3,7.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,285000
7,6,4,4,1095.0,5,1166,2295,3.5,4,9,3,14.0,2,2.0,2Story,HdBoard,None,PConc,Attchd,268000
4,57,3,3,1075.0,5,1156,1798,2.5,3,7,0,72.0,1,2.0,2Story,MetalSd,None,PConc,Detchd,137000
7,41,3,3,1620.0,5,1620,1620,2.0,4,8,4,41.0,1,2.0,1Story,Plywood,None,CBlock,Attchd,215000
5,52,3,3,1216.0,3,1216,1216,2.0,3,5,0,52.0,2,1.0,1Story,MetalSd,None,CBlock,Attchd,129500
5,56,3,4,896.0,4,896,1344,1.0,3,7,0,70.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,115000
5,58,3,3,747.0,3,747,1159,1.0,3,5,0,76.0,1,1.0,1.5Fin,VinylSd,None,PConc,Detchd,114000
4,40,3,3,1056.0,3,1056,1056,2.0,3,5,0,40.0,1,1.0,1Story,HdBoard,None,CBlock,Detchd,107000
5,58,3,3,832.0,3,832,1216,1.0,3,6,0,61.0,1,1.0,1.5Fin,MetalSd,None,CBlock,Detchd,118500
6,58,3,3,862.0,3,950,1158,1.0,3,5,4,79.0,2,1.0,1.5Fin,WdShing,None,BrkTil,BuiltIn,120000
8,2,4,4,1538.0,5,1538,1538,3.0,4,7,0,2.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,260000
5,51,3,3,1143.0,3,1143,1143,2.0,3,6,0,51.0,2,1.0,1Story,MetalSd,BrkFace,CBlock,Attchd,136000
4,36,3,3,858.0,3,872,872,1.0,3,5,0,33.0,1,4.0,1Story,MetalSd,None,CBlock,Detchd,123000
6,5,4,4,1324.0,5,1324,1324,2.0,4,6,0,5.0,3,2.0,1Story,VinylSd,None,PConc,Attchd,199500
5,42,3,3,876.0,3,904,904,1.0,3,6,0,42.0,1,1.0,1Story,HdBoard,BrkCmn,PConc,Attchd,109900
7,5,4,4,1276.0,5,1276,2080,1.5,4,9,4,83.0,1,1.0,2Story,MetalSd,None,BrkTil,Detchd,234000
6,2,4,4,848.0,5,848,848,2.0,4,3,4,2.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,155900
4,20,3,3,1104.0,5,1104,1788,2.0,3,8,3,52.0,1,1.0,1.5Fin,Wd Sdng,None,CBlock,Attchd,161500
6,51,3,3,819.0,4,1344,1344,1.5,4,7,4,51.0,2,2.0,SLvl,HdBoard,BrkFace,CBlock,Basment,137500
6,18,4,4,1151.0,3,1164,2060,3.0,3,8,3,19.0,1,2.0,2Story,Plywood,BrkFace,PConc,Attchd,211000
6,9,4,4,1405.0,5,1337,1337,3.0,4,5,0,10.0,3,2.0,1Story,MetalSd,None,PConc,Attchd,181000
6,42,3,3,1127.0,3,1165,1165,2.5,3,6,0,42.0,2,2.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,174900
5,40,3,3,1164.0,5,1320,1320,2.0,3,6,2,40.0,2,2.0,SLvl,VinylSd,BrkFace,CBlock,Attchd,164500
7,6,4,4,1517.0,5,1535,1535,2.0,4,7,0,6.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,214000
7,20,3,4,738.0,3,1277,2044,2.5,3,7,3,28.0,1,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,185000
4,58,3,3,704.0,5,624,1136,1.5,3,6,0,18.0,1,1.0,1.5Fin,MetalSd,None,PConc,Detchd,123000
6,28,3,4,1001.0,3,1299,1299,3.0,4,5,1,28.0,2,2.0,SFoyer,HdBoard,None,CBlock,BuiltIn,183500
8,7,4,4,776.0,5,764,1441,2.5,4,5,0,8.0,1,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,174000
5,54,3,3,1073.0,3,1630,1630,2.0,3,6,3,54.0,1,2.0,1Story,MetalSd,None,CBlock,Detchd,130000
7,16,3,3,728.0,5,832,1641,2.0,5,6,4,81.0,1,2.0,2Story,Wd Sdng,None,BrkTil,Detchd,178000
5,12,3,4,928.0,4,928,1629,2.5,3,6,3,13.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,189900
6,5,4,4,848.0,5,848,848,2.0,4,4,0,6.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,144000
6,1,4,3,816.0,5,816,816,1.0,3,5,0,6.0,1,1.0,1Story,Wd Sdng,None,BrkTil,Detchd,120500
5,14,3,4,1097.0,5,1097,1097,1.5,3,6,0,14.0,1,2.0,1Story,VinylSd,None,PConc,Attchd,145000
8,7,4,4,1494.0,5,1652,1652,3.0,5,6,0,7.0,2,2.0,1Story,CemntBd,None,PConc,Attchd,251000
2,59,2,0,0.0,3,810,810,1.0,3,4,0,34.0,1,1.0,1Story,Wd Sdng,None,CBlock,Detchd,57625
7,1,4,4,1350.0,5,1358,1358,3.0,4,6,4,1.0,2,2.0,1Story,VinylSd,Stone,PConc,Attchd,212500
6,8,3,5,1216.0,5,1216,1216,3.0,3,5,0,8.0,1,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,164000
6,49,3,3,967.0,4,967,1638,2.0,4,6,0,49.0,1,1.0,1.5Fin,MetalSd,BrkFace,CBlock,Detchd,139000
7,8,4,4,600.0,5,624,1252,3.5,4,4,0,9.0,1,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,160000
5,16,3,4,828.0,3,883,883,2.0,3,5,2,11.0,1,2.0,SFoyer,HdBoard,None,PConc,Detchd,149000
5,41,3,3,864.0,3,874,874,2.0,3,5,0,41.0,2,1.0,1Story,HdBoard,None,CBlock,Attchd,130000
7,60,3,3,576.0,4,902,1710,2.0,3,9,0,20.0,1,2.0,2Story,Stucco,None,BrkTil,Detchd,140000
8,0,4,4,1836.0,5,1836,1836,2.0,4,8,4,0.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,264500
5,49,3,3,1092.0,3,1092,1092,2.0,3,6,3,49.0,3,1.0,1Story,Wd Sdng,None,CBlock,Attchd,141000
6,32,3,4,1350.0,3,1334,1334,2.5,3,6,3,32.0,2,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,167900
6,20,3,3,1144.0,5,1429,1429,1.5,4,7,4,47.0,1,2.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,181900
8,2,4,4,1566.0,5,1566,1566,3.0,4,7,0,2.0,2,2.0,1Story,VinylSd,Stone,PConc,Attchd,262500
7,17,3,4,908.0,5,1316,2288,2.0,4,8,3,32.0,2,2.0,2Story,HdBoard,BrkFace,PConc,Attchd,230000
9,8,4,5,1698.0,5,1709,1709,3.0,4,5,3,9.0,3,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,328900
8,2,4,4,1721.0,5,1721,1721,3.0,4,7,0,2.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,232698
8,1,4,4,1254.0,5,1254,1254,3.0,4,5,0,1.0,2,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,221800
5,35,3,3,576.0,4,864,1350,2.5,4,6,0,35.0,1,3.0,1.5Fin,Wd Sdng,None,BrkTil,2Types,152400
7,8,4,4,1630.0,5,1630,1630,2.0,4,6,3,9.0,1,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,213000
7,1,4,4,784.0,5,831,1585,2.5,4,7,0,1.0,2,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,184900
5,53,3,3,1165.0,3,1336,1336,2.0,3,5,4,53.0,1,1.0,1Story,MetalSd,BrkFace,CBlock,Attchd,157000
5,4,3,3,864.0,4,1211,1211,1.0,3,6,3,34.0,1,2.0,1Story,HdBoard,None,CBlock,Detchd,144000
6,8,3,4,1259.0,5,1353,1353,3.0,3,5,3,28.0,2,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,192350
7,41,3,3,1174.0,5,1200,1200,2.5,3,6,3,41.0,2,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,163500
7,18,3,4,1475.0,5,1532,2329,3.5,4,10,5,18.0,1,2.0,2Story,HdBoard,BrkFace,PConc,Attchd,262280
7,5,4,4,1536.0,5,1536,1536,3.0,4,7,0,6.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,214000
6,2,3,3,1073.0,5,1811,1811,1.0,5,6,4,50.0,3,2.0,1Story,Stone,None,PConc,Attchd,230000
7,1,4,5,1063.0,5,1071,2172,2.5,4,9,4,1.0,2,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,280000
4,27,3,3,1073.0,4,1073,1073,2.0,3,6,0,22.0,1,2.0,1Story,MetalSd,None,CBlock,Detchd,140000
6,44,3,3,756.0,3,1051,1839,1.5,3,7,3,44.0,1,2.0,2Story,MetalSd,BrkFace,CBlock,Attchd,155000
6,17,4,4,946.0,5,964,1802,3.0,4,8,4,10.0,2,4.0,2Story,VinylSd,BrkFace,PConc,2Types,218000
5,30,3,3,995.0,3,1009,1009,2.0,3,6,2,30.0,1,2.0,SLvl,Plywood,BrkFace,CBlock,Detchd,160000
8,0,4,4,1338.0,5,1338,1338,2.0,4,6,0,0.0,2,2.0,1Story,VinylSd,None,PConc,Attchd,208900
7,1,4,4,689.0,5,703,1392,2.0,4,5,0,1.0,1,2.0,2Story,VinylSd,None,PConc,Detchd,146000
8,12,4,4,1260.0,5,1288,1288,2.5,5,4,4,12.0,3,2.0,1Story,BrkFace,None,PConc,Attchd,245500
6,58,3,3,992.0,5,1013,1013,1.0,3,6,0,82.0,1,1.0,1.5Unf,MetalSd,None,BrkTil,Detchd,113000
8,4,4,5,1782.0,5,1782,1782,3.0,4,7,4,5.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,296000
9,1,4,5,1922.0,5,1922,1922,3.0,4,8,4,2.0,3,3.0,1Story,VinylSd,Stone,PConc,Attchd,377426
10,2,5,5,1700.0,5,1718,1718,3.0,5,7,4,1.0,3,3.0,1Story,CemntBd,Stone,PConc,Attchd,337500
10,4,5,5,2492.0,5,2492,2492,3.5,5,8,5,5.0,3,3.0,1Story,CemntBd,Stone,PConc,Attchd,552000
4,56,3,2,624.0,5,624,936,1.0,3,5,0,58.0,1,1.0,1.5Fin,VinylSd,None,CBlock,Attchd,97900
6,0,4,4,1218.0,5,1218,1218,2.0,4,4,0,0.0,3,2.0,1Story,VinylSd,None,PConc,Attchd,208300
7,11,3,4,910.0,5,910,1820,2.5,4,8,3,12.0,1,3.0,2Story,VinylSd,None,PConc,Attchd,213000
7,9,3,4,880.0,5,880,1724,2.5,4,8,0,10.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,188000
6,48,3,3,1121.0,5,1336,1336,1.5,3,7,3,48.0,2,2.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,162000
5,57,3,3,910.0,3,910,1558,1.5,3,6,0,57.0,1,1.0,1.5Fin,Wd Sdng,None,CBlock,Attchd,152000
7,5,4,4,991.0,5,991,1947,2.5,4,8,4,6.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,254900
7,13,4,4,832.0,5,832,1657,2.5,4,6,0,14.0,2,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,189000
7,30,4,4,2048.0,3,2064,2064,3.0,4,7,2,30.0,3,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,235000
5,58,3,3,1164.0,3,1164,1164,2.0,3,5,0,58.0,1,1.0,1Story,MetalSd,None,CBlock,Detchd,125000
7,35,3,4,836.0,5,836,836,1.0,3,4,0,35.0,1,1.0,1Story,Plywood,None,CBlock,Attchd,120000
1,55,3,0,0.0,3,1600,1600,1.5,3,6,0,55.0,1,1.0,1Story,CBlock,None,CBlock,Attchd,81500
9,0,5,5,1766.0,5,1766,1766,3.5,5,7,4,0.0,3,3.0,1Story,CemntBd,Stone,PConc,Attchd,370878
5,57,3,3,1001.0,3,1001,2002,2.0,3,8,0,58.0,1,3.0,2Story,MetalSd,None,CBlock,2Types,145000
7,2,4,3,798.0,5,1137,1954,2.0,4,8,3,69.0,1,2.0,1.5Fin,VinylSd,BrkFace,CBlock,Attchd,311500
7,0,4,4,1220.0,5,1364,1364,3.0,4,6,4,0.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,210250
7,4,4,4,916.0,5,920,1861,3.5,4,8,0,4.0,2,2.0,2Story,VinylSd,None,PConc,BuiltIn,200000
5,32,3,0,0.0,3,1302,1734,2.0,4,8,0,32.0,1,2.0,1.5Fin,Plywood,None,CBlock,Attchd,126000
4,6,4,2,405.0,4,717,1039,1.0,3,6,0,69.0,1,1.0,2Story,MetalSd,None,BrkTil,Detchd,114000
4,59,4,2,677.0,3,833,1510,2.0,4,7,0,35.0,1,2.0,2Story,VinylSd,None,BrkTil,Detchd,87500
8,2,4,5,1149.0,5,1164,2541,4.5,5,10,4,2.0,3,3.0,2Story,VinylSd,Stone,PConc,BuiltIn,349265
8,5,4,4,1512.0,5,1512,1512,2.0,4,6,0,5.0,2,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,203000
7,8,4,4,1454.0,5,1434,1434,2.0,4,6,3,8.0,2,2.0,1Story,VinylSd,None,PConc,Attchd,189000
7,6,4,4,812.0,5,812,1653,3.5,4,6,0,6.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,209000
6,59,3,2,917.0,4,1090,2007,2.0,5,8,0,79.0,1,1.0,2Story,Stucco,None,BrkTil,Detchd,160000
5,33,3,2,1037.0,3,1037,1037,2.0,3,5,0,33.0,2,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,129000
5,31,3,4,1389.0,4,1389,1389,2.0,3,6,3,31.0,2,2.0,1Story,HdBoard,None,CBlock,Attchd,170000
5,5,3,3,440.0,3,694,694,1.0,4,4,4,17.0,1,1.0,1Story,WdShing,None,PConc,Detchd,90350
5,34,3,3,894.0,3,894,894,2.0,3,5,0,31.0,1,2.0,1Story,VinylSd,None,PConc,Attchd,149900
5,37,3,4,864.0,3,864,864,2.0,3,5,0,31.0,1,2.0,1Story,MetalSd,None,CBlock,Detchd,123000
4,56,3,3,1095.0,2,1095,1774,3.0,3,8,0,86.0,1,3.0,2Story,AsbShng,None,BrkTil,2Types,87000
6,31,3,3,1096.0,3,1118,1118,2.0,3,6,1,31.0,3,1.0,SLvl,Plywood,None,CBlock,Attchd,171000
6,58,3,3,1032.0,3,1032,1252,1.0,3,6,0,58.0,1,1.0,1.5Fin,VinylSd,None,CBlock,Attchd,119000
5,50,3,3,1148.0,3,1148,1148,2.0,3,6,0,50.0,1,1.0,1Story,BrkFace,None,CBlock,Attchd,132500
8,12,3,3,588.0,2,833,1666,1.0,4,7,4,83.0,1,1.0,2Story,Stucco,None,PConc,Detchd,161000
9,6,4,4,1357.0,5,1366,1947,3.5,4,7,3,7.0,3,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,274000
5,43,3,3,912.0,3,912,912,1.0,3,5,2,36.0,1,1.0,1Story,HdBoard,None,CBlock,Detchd,125000
8,11,4,4,1624.0,5,1624,1624,3.0,4,5,2,12.0,2,3.0,1Story,ImStucc,None,PConc,Attchd,262000
